datetime,openPriceUsd,closePriceUsd,highPriceUsd,lowPriceUsd,volume,marketcap
2018-08-06 16:00:00+00:00,0.24805223310000002,0.24321,0.249583,0.242658,476416.0,85123500.0
2018-08-06 17:00:00+00:00,0.2429282906,0.242971,0.244242,0.24267766610000002,460889.0,85039850.0
2018-08-06 18:00:00+00:00,0.2421036779,0.23765367380000002,0.2421036779,0.234096,646419.0,83178786.0
2018-08-06 19:00:00+00:00,0.236466,0.234421,0.238041,0.2332442442,687197.0,82047350.0
2018-08-06 20:00:00+00:00,0.2347948769,0.236243,0.238114,0.2347948769,683094.0,82685050.0
2018-08-06 21:00:00+00:00,0.2362732771,0.237834,0.238116,0.235585,701434.0,83241900.0
2018-08-06 22:00:00+00:00,0.2339076893,0.236985,0.2375572883,0.2339076893,712511.0,82944750.0
2018-08-06 23:00:00+00:00,0.23702,0.236471,0.23929106320000001,0.236461,723640.0,82764850.0
2018-08-07 00:00:00+00:00,0.23516202790000001,0.23667,0.239184,0.23486,741197.0,82834500.0
2018-08-07 01:00:00+00:00,0.239416406,0.234358,0.239416406,0.2342747806,739399.0,82025300.0
2018-08-07 02:00:00+00:00,0.2342807539,0.2350113178,0.23618,0.233195,663611.0,82253961.0
2018-08-07 03:00:00+00:00,0.2348061186,0.2361913689,0.23643557310000002,0.234658,684157.0,82666979.0
2018-08-07 04:00:00+00:00,0.233968,0.237576,0.237576,0.2330120299,701816.0,83151600.0
2018-08-07 05:00:00+00:00,0.23527307590000002,0.2378387871,0.2380640089,0.23527307590000002,685089.0,83243575.0
2018-08-07 06:00:00+00:00,0.237332,0.237605,0.23893599670000001,0.233872,685977.0,83161750.0
2018-08-07 07:00:00+00:00,0.2372914927,0.243833,0.2455394569,0.236985,726598.0,85341550.0
2018-08-07 08:00:00+00:00,0.2438227308,0.251383,0.25185,0.243628,770474.0,87984050.0
2018-08-07 09:00:00+00:00,0.2495197737,0.25305,0.254733,0.2495197737,787931.0,88567500.0
2018-08-07 10:00:00+00:00,0.254169152,0.251401,0.254169152,0.249011,792314.0,87990350.0
2018-08-07 11:00:00+00:00,0.25226729540000004,0.254008,0.2591554815,0.250809,848068.0,88902800.0
2018-08-07 12:00:00+00:00,0.25400650210000003,0.246636733,0.255019,0.2450863651,1060604.0,86322857.0
2018-08-07 13:00:00+00:00,0.246393,0.246925,0.249756,0.246393,1066020.0,86423750.0
2018-08-07 14:00:00+00:00,0.2473189274,0.244615,0.2473189274,0.244615,1078660.0,85615250.0
2018-08-07 15:00:00+00:00,0.2461499655,0.249721329,0.2516464792,0.245392,1068846.0,87402465.0
2018-08-07 16:00:00+00:00,0.250975,0.256418,0.2572571813,0.2505232531,1135550.0,89746300.0
